Symbol,Price,Time,Volume
BINANCE:BTCUSDT,125052.6,1759648192357,0.00563
BINANCE:BTCUSDT,125052.6,1759648192537,0.00049
BINANCE:BTCUSDT,125052.6,1759648192621,0.00249
BINANCE:BTCUSDT,125052.6,1759648192754,0.00011
BINANCE:BTCUSDT,125052.6,1759648193077,0.00391
BINANCE:BTCUSDT,125052.6,1759648193077,0.00839
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,0.00399
BINANCE:BTCUSDT,125052.6,1759648193077,4e-05
BINANCE:BTCUSDT,125052.6,1759648193077,0.0258
BINANCE:BTCUSDT,125052.6,1759648193077,0.0006
BINANCE:BTCUSDT,125052.6,1759648193077,0.00474
BINANCE:BTCUSDT,125052.6,1759648193077,0.41206
BINANCE:BTCUSDT,125052.6,1759648193077,0.00034
BINANCE:BTCUSDT,125052.6,1759648193077,0.23944
BINANCE:BTCUSDT,125052.6,1759648193077,0.00034
BINANCE:BTCUSDT,125052.6,1759648193077,0.00302
BINANCE:BTCUSDT,125052.6,1759648193077,0.00651
BINANCE:BTCUSDT,125052.6,1759648193077,0.00072
BINANCE:BTCUSDT,125052.6,1759648193077,4e-05
BINANCE:BTCUSDT,125052.6,1759648193077,4e-05
BINANCE:BTCUSDT,125052.6,1759648193077,0.001
BINANCE:BTCUSDT,125052.6,1759648193077,0.001
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,0.00082
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,0.00519
BINANCE:BTCUSDT,125052.6,1759648193077,0.00354
BINANCE:BTCUSDT,125052.6,1759648193077,0.039
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,0.001
BINANCE:BTCUSDT,125052.6,1759648193077,0.001
BINANCE:BTCUSDT,125052.6,1759648193077,0.001
BINANCE:BTCUSDT,125052.6,1759648193077,0.001
BINANCE:BTCUSDT,125052.6,1759648193077,0.00069
BINANCE:BTCUSDT,125052.6,1759648193077,0.00069
BINANCE:BTCUSDT,125052.6,1759648193077,0.00995
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,0.26383
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,5e-05
BINANCE:BTCUSDT,125052.6,1759648193077,0.22631
BINANCE:BTCUSDT,125052.6,1759648193077,0.00325
BINANCE:BTCUSDT,125052.6,1759648193077,1.36477
BINANCE:BTCUSDT,125052.6,1759648193077,0.02244
BINANCE:BTCUSDT,125052.6,1759648193080,5e-05
BINANCE:BTCUSDT,125052.6,1759648193080,0.21223
BINANCE:BTCUSDT,125052.6,1759648193080,5e-05
BINANCE:BTCUSDT,125052.6,1759648193080,5e-05
BINANCE:BTCUSDT,125052.6,1759648193080,0.04797
BINANCE:BTCUSDT,125052.6,1759648193080,4e-05
BINANCE:BTCUSDT,125052.6,1759648193080,4e-05
BINANCE:BTCUSDT,125052.6,1759648193080,4e-05
