Symbol,Price,Time,Volume
BINANCE:BTCUSDT,111964.49,1760205228506,0.00447
BINANCE:BTCUSDT,111964.48,1760205229306,0.08469
BINANCE:BTCUSDT,111964.48,1760205229306,0.0001
BINANCE:BTCUSDT,111964.48,1760205229306,0.00809
BINANCE:BTCUSDT,111964.48,1760205229306,0.00134
BINANCE:BTCUSDT,111964.48,1760205229306,0.00044
BINANCE:BTCUSDT,111964.48,1760205229306,0.29443
BINANCE:BTCUSDT,111964.48,1760205229306,0.0267
BINANCE:BTCUSDT,111964.48,1760205229306,0.05356
BINANCE:BTCUSDT,111964.48,1760205229306,0.00069
BINANCE:BTCUSDT,111964.48,1760205229306,0.0007
BINANCE:BTCUSDT,111964.48,1760205229306,0.00012
BINANCE:BTCUSDT,111964.48,1760205229306,0.00099
BINANCE:BTCUSDT,111964.48,1760205229306,0.04158
BINANCE:BTCUSDT,111964.48,1760205229306,0.00667
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,0.0001
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,0.00022
BINANCE:BTCUSDT,111964.48,1760205229306,0.01076
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,5e-05
BINANCE:BTCUSDT,111964.48,1760205229306,0.00178
BINANCE:BTCUSDT,111964.48,1760205229306,0.00021
