time,open,high,low,close,volume
2025-09-11 09:30:00,41.0960,41.0960,41.0960,41.0960,100
2025-09-11 10:30:00,41.1757,41.1757,41.1757,41.1757,100
2025-09-11 13:00:00,41.1657,41.1657,41.1657,41.1657,1000
2025-09-11 15:30:00,41.2355,41.2454,41.2355,41.2454,600
2025-09-11 16:00:00,41.2454,41.2454,41.0960,41.1906,400
2025-09-11 18:30:00,41.1906,41.1906,41.1906,41.1906,100
2025-09-11 20:00:00,41.1906,41.1906,41.1906,41.1906,100
2025-09-12 09:30:00,41.2753,41.2753,41.2753,41.2753,105
2025-09-12 10:30:00,41.1458,41.1458,41.1458,41.1458,200
2025-09-12 12:30:00,41.2255,41.2255,41.2255,41.2255,497
2025-09-12 15:30:00,41.1259,41.1259,41.1259,41.1259,200
2025-09-12 16:00:00,41.1259,41.2255,41.1259,41.1259,400
2025-09-12 18:30:00,41.1259,41.1259,41.1259,41.1259,100
2025-09-12 20:00:00,41.1259,41.1259,41.1259,41.1259,100
2025-09-15 09:30:00,41.2853,41.2853,41.2853,41.2853,100
2025-09-15 10:00:00,41.2753,41.2753,41.2305,41.2654,601
2025-09-15 13:30:00,41.1956,41.1956,41.1956,41.1956,1860
2025-09-15 14:00:00,41.2454,41.2454,41.2454,41.2454,100
2025-09-15 14:30:00,41.2554,41.2554,41.2554,41.2554,200
2025-09-15 15:00:00,41.2554,41.2654,41.2554,41.2654,205
2025-09-15 15:30:00,41.2554,41.2554,41.1657,41.1657,300
2025-09-15 16:00:00,41.2554,41.2554,41.1657,41.1657,401
2025-09-15 18:30:00,41.1657,41.1657,41.1657,41.1657,100
2025-09-15 20:00:00,41.1657,41.1657,41.1657,41.1657,100
2025-09-16 09:30:00,41.2753,41.2753,41.1458,41.1458,317
2025-09-16 10:00:00,41.1160,41.1160,41.1160,41.1160,168
2025-09-16 10:30:00,41.1817,41.1817,41.1817,41.1817,999
2025-09-16 11:30:00,41.1837,41.1837,41.1837,41.1837,750
2025-09-16 12:00:00,41.1762,41.1762,41.1762,41.1762,500
2025-09-16 15:30:00,41.1059,41.1109,41.1059,41.1109,200
2025-09-16 16:00:00,41.1109,41.1109,41.1109,41.1109,300
2025-09-16 18:30:00,41.1109,41.1109,41.1109,41.1109,100
2025-09-16 20:00:00,41.1109,41.1109,41.1109,41.1109,100
2025-09-17 09:30:00,41.1358,41.1358,41.1358,41.1358,200
2025-09-17 15:30:00,41.0960,41.0960,41.0960,41.0960,204
2025-09-17 16:00:00,41.0960,41.0960,41.0960,41.0960,300
2025-09-17 18:30:00,41.0960,41.0960,41.0960,41.0960,100
2025-09-17 20:00:00,41.0960,41.0960,41.0960,41.0960,100
2025-09-18 06:00:00,41.0960,41.0960,41.0960,41.0960,1
2025-09-18 09:30:00,41.2554,41.2554,41.1458,41.2554,1576
2025-09-18 12:30:00,41.2255,41.2255,41.2255,41.2255,200
2025-09-18 13:00:00,41.2265,41.2265,41.2006,41.2006,3716
2025-09-18 14:30:00,41.1657,41.1757,41.1657,41.1757,392
2025-09-18 15:30:00,41.1458,41.1458,41.1458,41.1458,199
2025-09-18 16:00:00,41.1757,41.1757,41.1458,41.1458,400
2025-09-18 18:30:00,41.1458,41.1458,41.1458,41.1458,100
2025-09-18 20:00:00,41.1458,41.1458,41.1458,41.1458,100
2025-09-19 09:30:00,41.1757,41.1757,41.1757,41.1757,100
2025-09-19 10:00:00,41.2654,41.2654,41.2654,41.2654,1000
2025-09-19 10:30:00,41.2403,41.2403,41.2403,41.2403,999
2025-09-19 11:30:00,41.2752,41.2752,41.2752,41.2752,150
2025-09-19 12:30:00,41.2570,41.2570,41.2570,41.2570,200
2025-09-19 13:00:00,41.2753,41.2753,41.2753,41.2753,200
2025-09-19 14:30:00,41.2629,41.2629,41.2629,41.2629,100
2025-09-19 15:30:00,41.2387,41.2387,41.2387,41.2387,150
2025-09-19 16:00:00,41.2654,41.2654,41.2611,41.2611,301
2025-09-19 18:30:00,41.2611,41.2611,41.2611,41.2611,100
2025-09-19 20:00:00,41.2611,41.2611,41.2611,41.2611,100
2025-09-22 10:00:00,41.2554,41.2554,41.2554,41.2554,100
2025-09-22 14:00:00,41.3026,41.3551,41.3026,41.3551,618
2025-09-22 16:00:00,41.3551,41.3551,41.3395,41.3395,400
2025-09-22 18:30:00,41.3395,41.3395,41.3395,41.3395,100
2025-09-22 20:00:00,41.3395,41.3395,41.3395,41.3395,100
2025-09-23 10:30:00,41.2565,41.2565,41.2565,41.2565,100
2025-09-23 11:30:00,41.2554,41.2554,41.2554,41.2554,100
2025-09-23 12:00:00,41.3202,41.3202,41.3202,41.3202,184
2025-09-23 14:30:00,41.2554,41.2554,41.2554,41.2554,100
2025-09-23 16:00:00,41.3091,41.3451,41.3091,41.3091,301
2025-09-23 18:30:00,41.3091,41.3091,41.3091,41.3091,100
2025-09-23 20:00:00,41.3091,41.3091,41.3091,41.3091,100
2025-09-24 09:00:00,49.0000,49.0000,48.0000,48.0000,3
2025-09-24 09:30:00,41.4100,41.4100,41.4100,41.4100,105
2025-09-24 16:00:00,41.4100,41.4100,41.2801,41.2801,302
2025-09-24 18:30:00,41.2801,41.2801,41.2801,41.2801,100
2025-09-24 20:00:00,41.2801,41.2801,41.2801,41.2801,100
2025-09-25 10:00:00,41.3000,41.3000,41.3000,41.3000,400
2025-09-25 15:30:00,41.2000,41.2100,41.2000,41.2000,400
2025-09-25 16:00:00,41.2000,41.3000,41.2000,41.2000,301
2025-09-25 18:30:00,41.2000,41.2000,41.2000,41.2000,100
2025-09-25 20:00:00,41.2000,41.2000,41.2000,41.2000,100
2025-09-26 09:30:00,41.3600,41.3600,41.3600,41.3600,249
2025-09-26 14:30:00,41.3900,41.4000,41.3000,41.3000,1000
2025-09-26 15:00:00,41.7900,41.7900,41.7900,41.7900,100
2025-09-26 16:00:00,41.7900,41.7900,41.3477,41.3477,401
2025-09-26 18:30:00,41.3477,41.3477,41.3477,41.3477,100
2025-09-26 20:00:00,41.3477,41.3477,41.3477,41.3477,100
2025-09-29 15:00:00,41.9400,41.9400,41.9400,41.9400,100
2025-09-29 15:30:00,41.9100,41.9100,41.2800,41.2800,300
2025-09-29 16:00:00,41.2800,41.2800,41.2800,41.2800,300
2025-09-29 18:30:00,41.2800,41.2800,41.2800,41.2800,100
2025-09-29 20:00:00,41.2800,41.2800,41.2800,41.2800,100
2025-09-30 16:00:00,41.3557,41.3900,41.3557,41.3557,201
2025-09-30 18:30:00,41.3557,41.3557,41.3557,41.3557,100
2025-09-30 20:00:00,41.3557,41.3557,41.3557,41.3557,100
2025-10-01 09:30:00,41.3700,41.3700,41.3283,41.3283,300
2025-10-01 10:00:00,41.3600,41.3700,41.2600,41.2700,1600
2025-10-01 11:30:00,41.3518,41.3518,41.3518,41.3518,426
2025-10-01 14:30:00,41.5200,41.5200,41.4400,41.4400,26241
2025-10-01 15:00:00,41.4200,41.4200,41.4200,41.4200,883
2025-10-01 15:30:00,41.4000,41.4000,41.4000,41.4000,222
2025-10-01 16:00:00,41.4200,41.4800,41.4000,41.4000,403
2025-10-01 18:30:00,41.4000,41.4000,41.4000,41.4000,100
2025-10-01 20:00:00,41.4000,41.4000,41.4000,41.4000,100
2025-10-02 09:30:00,41.7800,41.7800,41.3900,41.4450,3305
2025-10-02 12:30:00,41.4550,41.4550,41.4550,41.4550,1000
2025-10-02 13:00:00,41.3900,41.3900,41.3900,41.3900,100
2025-10-02 14:00:00,41.3910,41.3910,41.3900,41.3902,516
2025-10-02 15:00:00,41.4000,41.4000,41.3800,41.3800,3330
2025-10-02 15:30:00,41.3800,41.3800,41.3800,41.3800,529
2025-10-02 16:00:00,41.3800,41.4800,41.3800,41.3800,467
2025-10-02 18:30:00,41.3800,41.3800,41.3800,41.3800,100
2025-10-02 20:00:00,41.3800,41.3800,41.3800,41.3800,100
2025-10-03 09:30:00,41.4200,41.4200,41.4200,41.4200,500
2025-10-03 10:00:00,41.4100,41.4650,41.4100,41.4100,1718
2025-10-03 11:30:00,41.4500,41.4500,41.4500,41.4500,17595
2025-10-03 13:30:00,41.4200,41.4200,41.4200,41.4200,114
2025-10-03 14:00:00,41.3900,41.3911,40.9800,41.3800,4842
2025-10-03 15:30:00,41.3800,41.3800,41.3800,41.3800,229
2025-10-03 16:00:00,40.9800,41.4400,40.9800,41.3800,603
2025-10-03 18:30:00,41.3800,41.3800,41.3800,41.3800,100
2025-10-03 20:00:00,41.3800,41.3800,41.3800,41.3800,100
2025-10-06 11:00:00,41.4536,41.4536,41.4536,41.4536,999
2025-10-06 14:00:00,41.4720,41.4720,41.4720,41.4720,100
2025-10-06 15:00:00,41.4000,41.4000,41.4000,41.4000,219
2025-10-06 16:00:00,41.4000,41.4162,41.3900,41.4162,303
2025-10-06 18:30:00,41.4162,41.4162,41.4162,41.4162,100
2025-10-06 20:00:00,41.4162,41.4162,41.4162,41.4162,100
2025-10-07 09:30:00,41.4815,41.4815,41.4815,41.4815,864
2025-10-07 10:30:00,41.4000,41.4000,41.4000,41.4000,100
2025-10-07 11:00:00,41.4000,41.4000,41.3900,41.3900,600
2025-10-07 11:30:00,41.3800,41.3800,41.3800,41.3800,100
2025-10-07 16:00:00,41.3800,41.3800,41.3000,41.3594,303
2025-10-07 18:30:00,41.3594,41.3594,41.3594,41.3594,100
2025-10-07 20:00:00,41.3594,41.3594,41.3594,41.3594,100
2025-10-08 10:00:00,41.4800,41.4800,41.4300,41.4300,247
2025-10-08 13:30:00,41.5672,41.5672,41.5672,41.5672,100
2025-10-08 14:30:00,41.5700,41.5700,41.4700,41.4700,248
2025-10-08 16:00:00,41.4700,41.5700,41.4200,41.4550,351
2025-10-08 18:30:00,41.4550,41.4550,41.4550,41.4550,100
2025-10-08 19:00:00,42.4000,42.4000,42.4000,42.4000,1
2025-10-08 20:00:00,41.4550,41.4550,41.4550,41.4550,100
2025-10-09 10:00:00,41.4700,41.4700,41.4700,41.4700,100
2025-10-09 11:30:00,41.5600,41.5600,41.5600,41.5600,177
2025-10-09 13:00:00,41.5600,41.5600,41.5600,41.5600,2407
2025-10-09 16:00:00,41.5600,41.5600,41.5085,41.5085,2686
2025-10-09 18:30:00,41.5085,41.5085,41.5085,41.5085,100
2025-10-09 20:00:00,41.5085,41.5085,41.5085,41.5085,100
2025-10-10 06:00:00,41.5600,41.5600,41.5600,41.5600,1
2025-10-10 11:00:00,41.4600,41.4600,41.4600,41.4600,400
2025-10-10 11:30:00,41.2400,41.2400,41.2400,41.2400,100
2025-10-10 12:00:00,41.3684,41.3684,41.3684,41.3684,100
2025-10-10 13:00:00,41.2417,41.2417,41.2417,41.2417,1014
2025-10-10 14:00:00,41.2400,41.3600,41.2310,41.3600,1000
2025-10-10 16:00:00,40.9900,41.3600,40.8500,40.9340,320
2025-10-10 16:30:00,40.8500,40.8500,40.8500,40.8500,10
2025-10-10 17:00:00,41.4600,41.4600,41.4600,41.4600,2
2025-10-10 17:30:00,40.8500,40.8500,40.8500,40.8500,5
2025-10-10 18:00:00,41.0000,41.0000,41.0000,41.0000,17
2025-10-10 18:30:00,40.9340,40.9340,40.9340,40.9340,100
2025-10-10 20:00:00,40.9340,40.9340,40.9340,40.9340,100
